token_addr_idx,timestamp,block_number,tx_hash,tx_from,tx_to,evt_idx,evt_type,evt_log,token0,token1,reserve0,reserve1,lp_total_supply
3,2023-11-13 01:12:59+00:00,18559629,0x53486cde632e2f97f29eb0ed3cdbf2bdc438bdaa2650216c58b691fac95f9206,0x6B140e79DB4D9bBD80e5b688f42d1fcf8ef97798,0x4b2A0290e41623FbfeB5F6a0eA52dC261B65E29b,141,Swap,"{'amount0In': 0.0, 'amount1In': 875721551.4524983, 'amount0Out': 179.93622682829883, 'amount1Out': 0.0}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,11.30990209,930599950.3,100000
3,2023-11-13 01:13:23+00:00,18559631,0xb6467f9771f3072b07e02270f5c7a628857a10add4d188d2c7cefdb7cb1c5c3e,0x8898EE9dC51e2A5f03F66C0be65c6be3C0881E65,0x2EF3216e95e2b7C8e378aE64534100e69598f955,280,Sync,"{'reserve0': 12.349902090862674, 'reserve1': 852448374.5389988}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,12.34990209,852448374.5,100000
3,2023-11-13 01:13:23+00:00,18559631,0xb6467f9771f3072b07e02270f5c7a628857a10add4d188d2c7cefdb7cb1c5c3e,0x8898EE9dC51e2A5f03F66C0be65c6be3C0881E65,0x2EF3216e95e2b7C8e378aE64534100e69598f955,281,Swap,"{'amount0In': 1.04, 'amount1In': 0.0, 'amount0Out': 0.0, 'amount1Out': 78151575.80418786}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,12.34990209,852448374.5,100000
3,2023-11-13 01:14:23+00:00,18559636,0x7268b068c9ada390951d8af2a47565bc472c553d35369aeb4a725642360c13a0,0x5D1773b95B1bE8be33527D01665DcFd6DD6b5F79,0x2EF3216e95e2b7C8e378aE64534100e69598f955,102,Sync,"{'reserve0': 13.016902090862674, 'reserve1': 808892352.6635774}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,13.01690209,808892352.7,100000
3,2023-11-13 01:14:23+00:00,18559636,0x7268b068c9ada390951d8af2a47565bc472c553d35369aeb4a725642360c13a0,0x5D1773b95B1bE8be33527D01665DcFd6DD6b5F79,0x2EF3216e95e2b7C8e378aE64534100e69598f955,103,Swap,"{'amount0In': 0.667, 'amount1In': 0.0, 'amount0Out': 0.0, 'amount1Out': 43556021.87542134}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,13.01690209,808892352.7,100000
3,2023-11-13 01:15:35+00:00,18559642,0x417b39514581e33bfe4ccb9e87d05193da5b56906ebd32be7155bb78daa34a98,0x38e4e31ebeAb6b3206d5b13A237Edc1Ebf7D83c9,0x2EF3216e95e2b7C8e378aE64534100e69598f955,279,Sync,"{'reserve0': 13.361902090862674, 'reserve1': 788068056.1421185}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,13.36190209,788068056.1,100000
3,2023-11-13 01:15:35+00:00,18559642,0x417b39514581e33bfe4ccb9e87d05193da5b56906ebd32be7155bb78daa34a98,0x38e4e31ebeAb6b3206d5b13A237Edc1Ebf7D83c9,0x2EF3216e95e2b7C8e378aE64534100e69598f955,280,Swap,"{'amount0In': 0.345, 'amount1In': 0.0, 'amount0Out': 0.0, 'amount1Out': 20824296.521458987}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,13.36190209,788068056.1,100000
3,2023-11-13 01:16:35+00:00,18559647,0x38a6f4d6058f02b6dd589467491eac4f241712ee97a9a291e18ee8e18cd5e731,0x1201641Cf599BBB76CE998ce5E3d6675add3CA46,0x2EF3216e95e2b7C8e378aE64534100e69598f955,92,Sync,"{'reserve0': 12.774902090862673, 'reserve1': 824388327.6708822}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,12.77490209,824388327.7,100000
3,2023-11-13 01:16:35+00:00,18559647,0x38a6f4d6058f02b6dd589467491eac4f241712ee97a9a291e18ee8e18cd5e731,0x1201641Cf599BBB76CE998ce5E3d6675add3CA46,0x2EF3216e95e2b7C8e378aE64534100e69598f955,93,Swap,"{'amount0In': 0.0, 'amount1In': 36320271.52876375, 'amount0Out': 0.587, 'amount1Out': 0.0}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,12.77490209,824388327.7,100000
3,2023-11-13 01:17:47+00:00,18559653,0x280e8059d567a472144eaa97cb1954fc2b502e74ae5ab32548d0192c12121913,0x735BF7F300E1274770F68558fFDc32188Be2e7f5,0x2EF3216e95e2b7C8e378aE64534100e69598f955,246,Sync,"{'reserve0': 12.374902090862674, 'reserve1': 851115615.8030394}",0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,12.37490209,851115615.8,100000
