token_addr_idx,token_addr,pair_addr,token_create_ts,lp_create_ts,pair_idx
0,0xFCB755B046ea9B9bC4586db4018b49c5A02e3d1c,0xA118263e32b84B6BAe4589A330D7f8c25e117029,2020-08-15T06:04:28Z,2020-08-15T06:19:52Z,1
1,0xe51d3de9b81916d383ef97855c271250852ec7b7,0xa718aa1b3f61c2b90a01ab244597816a7ee69fd2,2024-05-26T19:30:11Z,2024-05-26T19:40:35Z,1
3,0xd4b726c5b5e6f63d16a2050ee3ac4a0f0f81f1d4,0x086edea4c615d38a0f797339d832a802cf017b17,2023-11-13T01:09:59Z,2023-11-13T01:09:59Z,1
