token_addr,holder_addr,balance,rel_to_total
0x25e0d545b4733e051e2edca12ae5b7366d773549,0xdd36f0f687bb33779e6af1d81268444316813f95,2200006379715381.147398316661393212,22000063.797153812
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x07e76fd2851dda6408318f3d224518281fb63fe5,324581669.93861401379795542,3.24581669938614
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x250f849a1a7329e35b0435346ac821ff1d4daee7,303696613.222515755520313265,3.0369661322251575
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x17b303e9beac15f33f464201c595869c1f9d960c,203637646.690341746463631204,2.0363764669034174
0x25e0d545b4733e051e2edca12ae5b7366d773549,0xdb274a5c8585054e921e7c3b8746ce6bbe327365,193379856.14587611350445753,1.9337985614587612
0x25e0d545b4733e051e2edca12ae5b7366d773549,0xf80303449e6bfaec990a5194fef874af27e4bd68,180863014.374660047482106006,1.8086301437466004
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x7f0f9b72b78a1d5023468ea066805b0d07675a99,165672447.747074944911140931,1.6567244774707495
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x0e038dd96ac3961e3b84f7ce894f075640579084,146470928.347751875139696748,1.4647092834775188
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x88522068a71fee9d94c1b799aece613ce37d2895,135394564.321786594679936439,1.3539456432178658
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x85a7af41196c6bc1079363605c248e1a06700d3a,130705358.704774641344075153,1.3070535870477467
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x558f93e14dc424d56b9831ceeac5c63c30ffecfa,128249276.479734912504397868,1.282492764797349
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x11f20ebe064682f6b999fdcb33f5387c56ff7f95,120675523.032992317122371372,1.2067552303299232
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x1d0c89371af20595cad3a048146505d735df77bf,119262321.47678938078960778,1.192623214767894
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x2353eed368e3fb4f00b1a632a502957ff9daad80,117150906.345603998477705169,1.17150906345604
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x2dc39a199793421cf56f194fe4c7065278cd3334,116537573.533103955049608827,1.1653757353310397
0x25e0d545b4733e051e2edca12ae5b7366d773549,0xba3cdff53fd323ed7c68869af56c5cb45c38ad5f,99700732.122400063261496554,0.9970073212240006
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x68a3cefed0fc8c13f1c34be009c3383c07ac4c01,94093612.32173049162598482,0.940936123217305
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x3e96f429ebb4e85a775f862288024ee69fdd452d,93214819.020261835620330946,0.9321481902026184
0x25e0d545b4733e051e2edca12ae5b7366d773549,0x5ef30fa60af66ad98d7d3f87c3279d8d5f05a0b1,93128881.363815622149638112,0.9312888136381562
0x25e0d545b4733e051e2edca12ae5b7366d773549,0xd7abc322935f031637cb0519bd0238500c7f85c4,90719614.113979225398013728,0.9071961411397923
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x62b20f3af092513876cf09d583330f02fbe4ecbc,115792089237316195423570985008687907853269984665640563928859.410481816415790541,1.157920892373162e+52
0xe51d3de9b81916d383ef97855c271250852ec7b7,0xaa84d1806defb2dc57d6f148d866f3e47043329e,115792089237316195423570985008687907853269984665640464049457.584007934619834459,1.157920892373162e+52
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x839ba27197cd40e4a5d0a3a75e98e792f3662079,115792089237316195423570985008687907853269984665640447779430.872048710417787106,1.157920892373162e+52
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x55f5aac4466eb9b7bbeee8c05b365e5b18b5afcc,115792089237316195423570985008687907853269984665640427763542.192684232714956935,1.157920892373162e+52
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x5ab1edbf49e8a38d7223648f220c705019de38ba,115792089237316195423570985008687907853269984665639326102877.809486058074367924,1.157920892373162e+52
0xe51d3de9b81916d383ef97855c271250852ec7b7,0xa718aa1b3f61c2b90a01ab244597816a7ee69fd2,1258747673.510995144780317943,125.87476735109952
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x72c509b05a44c4bb53373efc2e76fb75fa8108a6,927475178.242321127126891235,92.74751782423212
0xe51d3de9b81916d383ef97855c271250852ec7b7,0xa9795fd42e4ecc4a6e31ab1f2861457d6d83c8a3,89082499.447505174170846626,8.908249944750517
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x3a9e1f04996d190da32be2918fffea2af7ce7461,87574651.781909066591281372,8.757465178190907
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x527d0fed43ca60b5d17ecbf96d772d14cc8a33d3,57648776.459608732222999041,5.7648776459608735
0xe51d3de9b81916d383ef97855c271250852ec7b7,0xcb7d68c96167028c2333be2b4439ab987564b31e,50037731.846182797458210811,5.00377318461828
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x511dbe9e6b7ede607f47d00a681bd5c7a6d397a1,32164421.118243947600527958,3.216442111824395
0xe51d3de9b81916d383ef97855c271250852ec7b7,0xc08ca5bc23ea8d805a3afa0e603b11879c4a8510,27263779.392224849975236655,2.726377939222485
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x6c5ab8377f99784e485feef8be8c24de3b786481,11872643.594174485710670438,1.1872643594174486
0xe51d3de9b81916d383ef97855c271250852ec7b7,0xad4c423bc99401d6ff1d176149e5fd501eff74e7,11814334.510306326065592269,1.1814334510306326
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x7ee08affeed217f0c084055afa0c4d0cd31afa9b,9000310.592963819172090667,0.9000310592963818
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x702603bd020425f196bb99b574ff67dfffc518ee,8972239.527399546715624108,0.8972239527399548
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x000000fee13a103a10d593b9ae06b3e05f2e7e1c,8516989.43424013078516743,0.8516989434240131
0xe51d3de9b81916d383ef97855c271250852ec7b7,0x6b6c9e38ce060c67b4fdd851c16e454053c8ed07,4808576.170282305185284455,0.4808576170282305
0xe51d3de9b81916d383ef97855c271250852ec7b7,0xf8d5632440909a4fab0fd972e737a6bfce505bae,4083090.427345974937778224,0.40830904273459745
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xbf1b5753a704b49cff8bc6320d7505aa37a35192,600344516.536608514,60.034451653660845
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xbb06583bcac49fa3c5effb42dd5dc98f7ac87b9e,85520294.128,8.552029412800001
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x9dc5e0786a159eead37f972277eb01e9efde8c63,32451214.372,3.2451214372
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xb57fa4f2a808944d96d7ed0b595458869b3e6aaf,17680901.552,1.7680901552
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xff8a10cb1f2771f9b29de1f0353f17d1dc258550,11673298.6219685,1.16732986219685
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x23225ab5bb0a9e6b86393781f8a30395471ba156,10143877.479533146,1.0143877479533145
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,7691877.883265348,0.7691877883265348
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x658dc07d19fa967c0d673610969f7bd128c9fd20,6151470.833412361,0.6151470833412361
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xb2444d7be9b1790fd5467c05a9ae0a7a399a1304,5276303.188510791,0.5276303188510791
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x525b3bfe7b673e65efc00fe798b3bef48f387da0,4286305.538439434,0.42863055384394344
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x9bb727c09a509936cdc98cf372db9527c180de75,4158039.294518334,0.41580392945183337
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x5168aab47acdd06400c088502eee00045fbd0c19,4079442.153,0.40794421529999997
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x325b68830f5840213a51e019bac2f91197920f0e,4035448.375971446,0.40354483759714455
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xb9ea412e7897f4f4bbb369a9b85dc03a1b3e9e8d,3859952.047126346,0.38599520471263454
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x225b00d7828381189a2be4a26b11f743f427ea2a,3417480.999975991,0.3417480999975991
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xe35901074862bba37a27fba3a61b4264a874b481,2975503.953188669,0.2975503953188669
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x619db068a0770dd453a69ed0dd380c029d0f9931,2830984.31733732,0.283098431733732
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x16b2731f1b58c77b3134a23b90730acdb547025f,2677472.324071891,0.2677472324071891
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0x55882bd3835d23040be975046ee891fc368d11e0,2624830.759399404,0.2624830759399404
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,0xbfdd36f5ca739344a44758aa44c2cc439f679c83,2581199.158217563,0.2581199158217563
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x296a66bf9fcae305dadae225e39ade65785e9bdc,1603040072701218.46737401897216334,160304007.27012184
0x829d2578aa1B013665e421ae894d055DA2120cC8,0xf579efc4d035e311bc01c8113b61774bf48d8cdb,188167672.213912529201110291,18.816767221391252
0x829d2578aa1B013665e421ae894d055DA2120cC8,0xaff8467b95b6e0e974dbc5a478f6083585df9133,119379031.636566257904566325,11.937903163656625
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x1f31b06438541d40f0d3a1ca176714eee3b291b8,97659938.824172300968285956,9.76599388241723
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x6c82dc49c491f959cb19d925ca8e43b4d4b2a764,90000000.0,9
0x829d2578aa1B013665e421ae894d055DA2120cC8,0xf8ee461687ea5ace71aaa11a2eac85c29f5aa598,75000000.0,7.5
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x79dddcd7b0138ed7898033e1589ba53db63dc142,56000000.0,5.6000000000000005
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x3fae4b2d19ded1be3709bddd9e4e09fa9a542869,43935854.170447935443007942,4.393585417044794
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x5ce35024ebe2e9a3b45cfa04102bc66d17302403,42909957.711518880767006129,4.290995771151889
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x52142fc476068e1a82058f76563ffb0f44019028,38722501.934140714814117661,3.8722501934140707
0x829d2578aa1B013665e421ae894d055DA2120cC8,0xfdf1a7d4e2f473a6d71026c442e32451030d8d2a,24536381.698398711597516969,2.4536381698398713
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x97039d20f56da033845335e9f7732dac813d30f6,21183221.228546562639112485,2.1183221228546563
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x17952f0d7273d8fddc0b17b6c76319446b462195,15824014.011648001298546061,1.5824014011648002
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x1a61a25bd030576576dd9566a6152d8fc50c9b70,11938212.413172431616976542,1.193821241317243
0x829d2578aa1B013665e421ae894d055DA2120cC8,0xa8da636e84a363eb76299858b19adfcafd650c3e,10742064.015512640891083933,1.0742064015512642
0x829d2578aa1B013665e421ae894d055DA2120cC8,0xfc5c04714d8f8c9e2eda10d79989a1f1311aaef6,9453090.668894677009452993,0.9453090668894677
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x2ddeff527452bf7bc450872d96a695a470e7d09f,8689987.161851785831723897,0.8689987161851787
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x3c7306e35ada827ee4e82cde280426ef443a702d,7269225.452639471755350565,0.7269225452639472
0x829d2578aa1B013665e421ae894d055DA2120cC8,0x219d2f65c0ecfc503aac010012705c84cba1adea,6455986.426926145070217692,0.6455986426926145
0x829d2578aa1B013665e421ae894d055DA2120cC8,0xe0ace0de7bed2cfdb4297395f0dff4181b096d16,5420265.557713883322767524,0.5420265557713884
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x5c55d01c716fed96834806e8f7688767fc019c6d,99932003569941849.162806612670168151,99.93200292677949
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0xa09ee895853a7a3b8324075da322ac32d85975d3,38544749547497.0,0.038544749299422996
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x6d178c67bf5670a93fac2f8906ce512a9233e662,17511030830069.868765195254640112,0.017511030717368873
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x5732ccde3cdea4f553f143d0d03a9c53a86b0e40,10722107281691.298191149813471132,0.010722107212683817
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x572b5392dd8c755eb899dd3a5275c2f841f1cfbb,435907962624.901847830071803272,0.00043590795981939825
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0xb611728a517621abb1ecac9cf839d302b8c74019,405159471432.933438640759628908,0.00040515946882532707
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0xed62ae54511974e289373f7a0e34320812366b39,377555004297.625750589419470234,0.00037755500186768175
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x000000000000000000000000000000000000dead,324034487.934580348650701159,3.240344858490944e-07
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x2c21fa2903d4f8839e8fd6b041c2adf19dbf6540,6069000.0,6.0689999609399165e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x82fb2f4b37ca02510b2ed67bdfc2701392bb62b5,5356000.0,5.355999965528784e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x145b8d0fe270b7bc4c362ecfa12e5f97e6788c48,5126000.0,5.125999967009064e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0xdd709cae362972cb3b92dcead77127f7b8d58202,5126000.0,5.125999967009064e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x8c7ff00cf353b0236cbb259df12e1d3478d633e3,4253000.0,4.252999972627692e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x4c8133051b300ccd66b6b35c5a0af15b6a97012a,4218000.0,4.217999972852952e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0xd628f7c481c7dd87f674870bec5d7a311fb1d9a2,3866000.0,3.865999975118424e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x54df1f98a749d6badf3575da99bba55cca505cf7,3748000.0,3.747999975877872e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x57757e3d981446d585af0d9ae4d7df6d64647806,3693000.0,3.692999976231852e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x99bcea6bb0403927fb3c038163478d5b42082fd9,3581000.0,3.5809999769526843e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0x2bf792ffe8803585f74e06907900c2dc2c29adcb,3561000.0,3.5609999770814044e-09
0x3acCa56d95961e6100b0F264794Bb1e18eC25824,0xa5f7a39e55d7878bc5bd754ee5d6bd7a7662355b,3481000.0,3.4809999775962845e-09
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x96c5ba6bb2bf4679ddbddaf23f61b71e4ac3c915,55811476.83360744416588461,55.81147683360744
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0xe2fe530c047f2d85298b07d9333c05737f1435fb,40000000.0,40
